,points,nu_error,c_error,s_error,type
54,50,-0.03493397500816908,0.825468164005727,-0.7785537255155713,random
55,60,-0.035951999412902724,0.8251592034392411,-0.7760355484452837,random
56,70,-0.03556469599626544,0.825126010678325,-0.7763054006300536,random
57,80,-0.0349897360257434,0.8251040684911549,-0.7775545391576884,random
58,90,-0.03635115544317058,0.8250704541239416,-0.774741038593695,random
59,100,-0.03657632990786641,0.8250773685138205,-0.7740840532158354,random
60,10,-0.030295806654565105,0.8398866445507642,-0.7677991685882535,random
61,20,-0.04098318402355805,0.8247424485201507,-0.7730613228915958,random
62,30,-0.035577574025357994,0.8262308389937323,-0.7779423722210577,random
63,40,-0.03452768704679987,0.8263688559946731,-0.7781472770865732,random
64,50,-0.03291745312826644,0.82581712874461,-0.7810081693643328,random
65,60,-0.031124768030518335,0.8256534916414039,-0.7835484136056402,random
66,70,-0.030507923408866433,0.8253353188746716,-0.7850928348258776,random
67,80,-0.030161325776963732,0.82529789151549,-0.7854389991021231,random
68,90,-0.02964032257252791,0.8252526559376283,-0.7864367050369538,random
69,100,-0.03135698205602755,0.8252972368982269,-0.7829209406260068,random
70,10,-0.04220754953753014,0.8264118646979208,-0.7652170122738848,random
71,20,-0.04011341559744663,0.8241264640141893,-0.7734302886983867,random
72,30,-0.03684658656489237,0.8258114345095607,-0.7752432525478863,random
73,40,-0.03505074619143378,0.8255966156833605,-0.7775377479912614,random
74,50,-0.03505096916285266,0.8255473196437968,-0.7775589230192502,random
75,60,-0.03406667371895766,0.825131246720909,-0.7796701804534779,random
76,70,-0.0331268421436296,0.8249969349373688,-0.7810891875264704,random
77,80,-0.03295911420766284,0.8249856315351264,-0.7802881107952294,random
78,90,-0.03261575435947661,0.8250000191243885,-0.7805234519983624,random
79,100,-0.0336068288502287,0.8249470962123079,-0.7786142709565089,random
80,10,-0.07126869544819314,0.796949116293438,-0.7681737500475576,random
81,20,-0.039141836899864946,0.828565032532201,-0.7681807404594027,random
82,30,-0.04055439374300951,0.8250037835464463,-0.7707361325826368,random
83,40,-0.03874024068804294,0.8254595676095011,-0.7735821800741791,random
84,50,-0.03750564130800049,0.8252549420139615,-0.77602446307807,random
85,60,-0.036569545745354204,0.8251604988841641,-0.7777607191791986,random
86,70,-0.03675943176506136,0.825192641330459,-0.7768695454102912,random
87,80,-0.035200950567852884,0.8251416166897237,-0.7787725659990199,random
88,90,-0.034771817266055494,0.8252252624920933,-0.7789770897844345,random
89,100,-0.03432703828273809,0.8252003802644234,-0.7789690849750807,random
90,10,-0.08936828955289577,0.7806612839300809,-0.769705341534342,random
91,20,-0.03403026369112894,0.8291480617973078,-0.7781993424772176,random
92,30,-0.03963672784005012,0.8225029761070051,-0.7788707126516131,random
93,40,-0.035981832872142405,0.8253297217981402,-0.7787752826062495,random
94,50,-0.03496216636755112,0.825339360448186,-0.7809029294495122,random
95,60,-0.0343884522275284,0.8251497448985304,-0.781459135645644,random
96,70,-0.03475851924354356,0.8252785189017752,-0.7800006349820185,random
97,80,-0.035491837149559724,0.8252279720943515,-0.7785326591044494,random
98,90,-0.04230085023641306,0.8253219817064902,-0.7665448470243706,random
99,100,-0.03423879799669094,0.8253148888005598,-0.7792452802685068,random
100,10,-0.0716225993311902,0.80236746586016,-0.7616611856224581,random
101,20,-0.04637589661247321,0.8217065677772767,-0.7684638640016243,random
102,30,-0.045019682710039644,0.8222991881870181,-0.7691700450123655,random
103,40,-0.03963343322056179,0.8246748421167318,-0.7719647737559602,random
104,50,-0.036910074372091484,0.8254210989440812,-0.7746902120424841,random
105,60,-0.036576393073348146,0.8252802047289185,-0.7752169620752063,random
106,70,-0.03326937052097767,0.8253235080885082,-0.7794773988567845,random
107,80,-0.03314561657750459,0.8252601230055082,-0.7797702830841918,random
108,90,-0.03311798938848676,0.8252515778014298,-0.7796777975114448,random
109,100,-0.03288539131179502,0.8252530647585447,-0.7800414590742262,random
110,10,-0.07581952301458872,0.802405426457743,-0.762076300994057,random
111,20,-0.039462546144699684,0.8282088904940199,-0.7736711407646387,random
112,30,-0.03368227125802792,0.8276509594082537,-0.7788895844043847,random
113,40,-0.03431127265834566,0.8276413188093545,-0.7769285115346617,random
114,50,-0.033887277231563706,0.8263757300252076,-0.7791692027711945,random
115,60,-0.033023269606231476,0.82647296015195,-0.7794404811928767,random
116,70,-0.032978494073193976,0.8265581007782923,-0.7802336081356596,random
117,80,-0.034655103532684195,0.8261227600279715,-0.7778087998946567,random
118,90,-0.034368997337006935,0.8253533222228535,-0.7793423743551751,random
119,100,-0.03406985881299285,0.8253175541997035,-0.7800761891010373,random
120,10,-0.03837306663441631,0.8283928754620963,-0.7701795139181252,random
121,20,-0.038698339961495964,0.8256385438306515,-0.7738591421668924,random
122,30,-0.03758299253979458,0.8257783361030892,-0.7741895922354646,random
123,40,-0.036117127033605034,0.8253399462734481,-0.7763351296249204,random
124,50,-0.03558641988408928,0.8257199154604604,-0.7762742343646382,random
125,60,-0.035086787483100124,0.825566019778651,-0.7770144331492822,random
126,70,-0.03431437714884167,0.8252787634432627,-0.7786626367845735,random
127,80,-0.03310646228775804,0.8252518640404832,-0.7803066172876041,random
128,90,-0.03365619446008827,0.8252663146212517,-0.779083108972799,random
129,100,-0.03573964296322529,0.8253031017825522,-0.7748514453859017,random
130,10,-0.08206850867641047,0.7859723936482835,-0.7720549703333887,random
131,20,-0.038620328400830295,0.8263173801604804,-0.7722910400625171,random
132,30,-0.03671598244515761,0.826107464985215,-0.7753373455193664,random
133,40,-0.03673375196332962,0.8242585011517468,-0.7768570220553837,random
134,50,-0.0357865694389673,0.8240437960120958,-0.7785511477303629,random
135,60,-0.03444022366038735,0.8246967322826562,-0.7796899676829611,random
136,70,-0.03426992848478805,0.8250519174451234,-0.7793001186259454,random
137,80,-0.033637154184057994,0.8251337505893388,-0.7796238143625048,random
138,90,-0.033840447916614225,0.8251352603669739,-0.7790393032204688,random
139,100,-0.03366001696336818,0.8251822952853425,-0.7788810831627108,random
140,10,-0.05488018043740128,0.8178505606837406,-0.7630517408872071,random
141,20,-0.037321801821302736,0.8269782056606232,-0.7741674280658942,random
142,30,-0.035328135818890605,0.8263488318805652,-0.7773027153593578,random
143,40,-0.036340764005361126,0.8260317176130122,-0.7761094928201878,random
144,50,-0.035852693546873926,0.8254850657684928,-0.7770120110331292,random
145,60,-0.035268986057198526,0.8254161537986842,-0.7770628519100802,random
146,70,-0.034140605860252804,0.8254008572600418,-0.7787977943529459,random
147,80,-0.02866262752916271,0.8252365964523142,-0.7875598684708923,random
148,90,-0.03351683893923374,0.825228079991585,-0.779701415459231,random
149,100,-0.0331620437716329,0.825146827628533,-0.7805649206946181,random
150,10,0.008189320400598943,0.8751435074467399,-0.7733923118708352,random
151,20,-0.04436555530017661,0.8161304560932657,-0.7792658620725773,random
152,30,-0.03345060490277629,0.825449019497367,-0.7815065844102416,random
153,40,-0.032887944317979034,0.8253821995126519,-0.7806184640310819,random
154,50,-0.03317258004206525,0.8253886436118413,-0.7802127911801774,random
155,60,-0.0331743434071714,0.8252817458296529,-0.7798292432084692,random
156,70,-0.03309241257218154,0.8252877356563368,-0.7800291725116842,random
157,80,-0.031510910959932414,0.8253185610425924,-0.7824348018699158,random
158,90,-0.03167423368186251,0.8252770460030274,-0.7822493458670554,random
159,100,-0.03058364929652757,0.8252449427361792,-0.7837512642384897,random
160,10,-0.04816141726375034,0.819389631383004,-0.7674027684573871,random
161,20,-0.040582130006162065,0.8261388994989314,-0.7698789028697788,random
162,30,-0.040747713793260365,0.8254976526190148,-0.7700293020863924,random
163,40,-0.03863364846504491,0.8250371312596646,-0.7740068776839273,random
164,50,-0.03806278516236106,0.8249205127755913,-0.7754402549065995,random
165,60,-0.035843638460601346,0.8250089062874434,-0.7778432257291349,random
166,70,-0.0353839463407466,0.8249945647429376,-0.7784120414907006,random
167,80,-0.0351707239697292,0.82502786542905,-0.7784614599101979,random
168,90,-0.03522866729069729,0.8250371593141363,-0.7786010118292885,random
169,100,-0.034500975845393356,0.8250524258505775,-0.7793648226277252,random
170,10,-0.060777362661141976,0.8113299871591058,-0.766519617700336,random
171,20,-0.045173578591217955,0.8239306238747435,-0.7701862432824282,random
172,30,-0.041469552537885535,0.8242228914332512,-0.7718354681662246,random
173,40,-0.03709194590759535,0.8258892767202263,-0.7752263473154124,random
174,50,-0.03575424941166894,0.8259151824841912,-0.777343902072194,random
175,60,-0.03607949175306313,0.8252068015606011,-0.7770314265741187,random
176,70,-0.03587261259744634,0.8252074580992206,-0.7765513823644224,random
177,80,-0.034978896713713126,0.8251966488775038,-0.7779778440811587,random
178,90,-0.03324808822005798,0.8252117175165907,-0.7803253059858959,random
179,100,-0.037422295420560414,0.825189611179674,-0.7728829006152351,random
180,10,-0.036723679560136446,0.8368513452924283,-0.7649815870719785,random
181,20,-0.033789000822581516,0.8307624929309425,-0.7757834914571593,random
182,30,-0.035169579863423395,0.8256709689845838,-0.7811028562123737,random
183,40,-0.03593511712434416,0.8254062751831476,-0.7801769918591537,random
184,50,-0.03466080876661792,0.8250016693698751,-0.7805594167358173,random
185,60,-0.03500304713783686,0.824987632122399,-0.7784629253344669,random
186,70,-0.035412586245370914,0.8250926188599671,-0.7782589335170745,random
187,80,-0.03737449197350606,0.8249925852353509,-0.7734075075729762,random
188,90,-0.03300035270465196,0.8250000711984837,-0.7812485690891486,random
189,100,-0.03446301182177636,0.8250410282502442,-0.7783645723174434,random
190,10,-0.05216873782351206,0.8145446431166364,-0.7717389207938943,random
191,20,-0.03511935873509475,0.8275385655878937,-0.7770019962474237,random
192,30,-0.0348476015285043,0.8275834339991203,-0.776362195801117,random
193,40,-0.036704122956697005,0.8247543794431942,-0.7783582269903879,random
194,50,-0.03662185786723626,0.825771175657566,-0.7761042925963192,random
195,60,-0.03578084791709335,0.8254540266389322,-0.7769626746122442,random
196,70,-0.03492147452498673,0.8254976634770799,-0.7781202453381599,random
197,80,-0.03454254068817342,0.8254937594665857,-0.7782137316390457,random
198,90,-0.03477819566572782,0.8253056637645644,-0.7778395546143488,random
199,100,-0.03598371088533914,0.8253041289751021,-0.7750467002710016,random
200,10,-0.0268594762061668,0.8439251748339193,-0.7675457168441582,info
201,20,-0.04225250756007093,0.8245340678764854,-0.7723289702963192,info
202,30,-0.04017181673315462,0.8245129242448891,-0.7754067535686573,info
203,40,-0.036573835157833745,0.825777791482709,-0.7776700527777323,info
204,50,-0.036122086959608724,0.8254502744429748,-0.7795278344881864,info
205,60,-0.03496836456455876,0.8254277638277493,-0.7799274476808452,info
206,70,-0.03351892502051257,0.8254201390176554,-0.7819950718346658,info
207,80,-0.038731283672118866,0.825352524013592,-0.7729854455299814,info
208,90,-0.03232646934930261,0.8252931869722404,-0.7827887474167003,info
209,100,-0.0326310878434003,0.8252398590960583,-0.782200358066466,info
210,10,-0.06929532828015383,0.7969399010178835,-0.7692553298458498,info
211,20,-0.026456161470039485,0.83643064564924,-0.776685067225843,info
212,30,-0.03468381792468844,0.8257276377897851,-0.7793081614180679,info
213,40,-0.03421512308560504,0.8263296516673428,-0.7790507792482941,info
214,50,-0.03582255906778942,0.8257188231934902,-0.7773771130316758,info
215,60,-0.03577732061201022,0.8259585724961932,-0.7763559396041162,info
216,70,-0.034123968130987836,0.8258730508988652,-0.7787860899702196,info
217,80,-0.03490065966852052,0.8258257935247072,-0.777318707488929,info
218,90,-0.03484170870697045,0.8254041216879424,-0.7779782843570322,info
219,100,-0.03328405824589453,0.8254028124803,-0.7802070740240954,info
220,10,-0.06555029285141545,0.8010132021237583,-0.7717066249748425,info
221,20,-0.0363292961142504,0.8255317337542364,-0.7787594349808622,info
222,30,-0.034089597355643764,0.8256477913016764,-0.7815778465764597,info
223,40,-0.03341125644725873,0.8259544607315674,-0.7813906330029805,info
224,50,-0.03303610932276679,0.8256215080724987,-0.7822558214256405,info
225,60,-0.033422349507623794,0.8255479355659056,-0.7807659442661866,info
226,70,-0.03325401825870977,0.8255480119821651,-0.780417680180869,info
227,80,-0.03454014811772599,0.8253195059934801,-0.7782458956724515,info
228,90,-0.026656177963318983,0.8251861147883006,-0.7908724401461699,info
229,100,-0.03456309846550165,0.8251513435718748,-0.7783640343292908,info
230,10,-0.1032214587624487,0.8306913166721535,-0.6794997477171147,info
231,20,-0.08226680634193151,0.8207104354066667,-0.7164802479533257,info
232,30,-0.04042062502613297,0.8244134480572262,-0.775204412371109,info
233,40,-0.07394372998976917,0.8246935901576679,-0.7241422149247798,info
234,50,-0.03856523099168574,0.8248603426320201,-0.7766167207634602,info
235,60,-0.03769105537423356,0.825174451687664,-0.7759643231170041,info
236,70,-0.03671189681204623,0.82522153019594,-0.7775776357889935,info
237,80,-0.036049630792577836,0.8251570520494796,-0.7779670193036203,info
238,90,-0.03436938092776409,0.8251718152224035,-0.7797620124122262,info
239,100,-0.03316887168205085,0.8251945937061876,-0.7807069503128554,info
240,10,-0.03564797212022486,0.8339366270970705,-0.7678162157256135,info
241,20,-0.040883125564834755,0.8226536296217544,-0.7763288322355393,info
242,30,-0.03645655023804628,0.8247927907230674,-0.7797031964655048,info
243,40,-0.032434777310033525,0.8251163776254695,-0.7832385445615562,info
244,50,-0.033167502568893226,0.8250683249162594,-0.7815309697109962,info
245,60,-0.031964819499570196,0.8250715330672966,-0.7831638827739378,info
246,70,-0.031574311714687275,0.8251333506354767,-0.7838431796217404,info
247,80,-0.031772947562193066,0.8250713800705484,-0.78355271446252,info
248,90,-0.03123270231348685,0.8252060826370717,-0.7831775141335852,info
249,100,-0.03152405279783799,0.8251737773504865,-0.7824980749849804,info
250,10,-0.05344059777530352,0.8156247812164911,-0.7719234923936578,info
251,20,-0.03833999595017212,0.8230486168093991,-0.7799884878215437,info
252,30,-0.036718619356384874,0.824037619089418,-0.7797412686762216,info
253,40,-0.03420708453497645,0.8256954058565151,-0.7802521867949537,info
254,50,-0.03306734961004276,0.8253989794822016,-0.7815432453264436,info
255,60,-0.03379780615322725,0.8254416770459123,-0.7796867091806542,info
256,70,-0.0346737917108092,0.825184504303355,-0.7783823806805024,info
257,80,-0.03453830952847248,0.8252584682598859,-0.7782250737554699,info
258,90,-0.033739779875810005,0.8252555944724778,-0.7787682530697126,info
259,100,-0.03370236579856889,0.8252348811148678,-0.7786270330550162,info
260,10,-0.023612765761249155,0.84717342731204,-0.768336954142485,info
261,20,-0.03818128125783182,0.8287869849297529,-0.7722772110068042,info
262,30,-0.04109222635911136,0.8255187336705253,-0.7724403869068803,info
263,40,-0.03838959359642469,0.8251019181683473,-0.774713463775691,info
264,50,-0.036070745186802644,0.8254649863171775,-0.7767303674453742,info
265,60,-0.036121118348862,0.8254266317790799,-0.7748615604238792,info
266,70,-0.03606397884883206,0.8252888473869981,-0.7758155575621127,info
267,80,-0.03546293646474841,0.8253089885199846,-0.7763943426732325,info
268,90,-0.03503712275280768,0.8253864345272015,-0.777018106290984,info
269,100,-0.034540313839356185,0.825327520429803,-0.7775129987161791,info
270,10,-0.0388662055075194,0.8406955780116244,-0.7587451208694264,info
271,20,-0.04958175789827268,0.8214662013984263,-0.7667641616027996,info
272,30,-0.03783157904294476,0.8273370928700067,-0.7730570317897193,info
273,40,-0.037205423765581225,0.8262841035720407,-0.7757071853412796,info
274,50,-0.03569863467246026,0.8259159948833322,-0.7781893657783137,info
275,60,-0.030163398857873003,0.8304436889910298,-0.7797916683407483,info
276,70,-0.03469060001553448,0.8256732743101314,-0.779597968860216,info
277,80,-0.033730122963983145,0.8255377282833462,-0.7801735735038201,info
278,90,-0.0336905516101782,0.8254436187691852,-0.7801818615011207,info
279,100,-0.032684033424024705,0.8254706310184885,-0.7815372060052633,info
280,10,-0.06171670645610494,0.8122509749967417,-0.7585243689035044,info
281,20,-0.036087228296417195,0.8315277146502398,-0.7675018946602249,info
282,30,-0.038743601097280034,0.8269645221316575,-0.7698445713851066,info
283,40,-0.04018618912253247,0.8246259543529464,-0.771892296147736,info
284,50,-0.03858704573567284,0.8246986706728323,-0.7734136564140943,info
285,60,-0.038706207431931094,0.82483367994861,-0.7726552534571294,info
286,70,-0.038439988357554356,0.8247621296276789,-0.7727430064561615,info
287,80,-0.0382970557549287,0.8247649801909525,-0.7726088304739931,info
288,90,-0.03814369804574724,0.8245496987992194,-0.7733411725788327,info
289,100,-0.03683462251980185,0.8249221631130871,-0.7736784970713959,info
290,10,-0.06894126925194022,0.8052327011235207,-0.7676920432132451,info
291,20,-0.041243088931368854,0.8241564795877928,-0.7767974669221372,info
292,30,-0.03643442444569012,0.8271191147634775,-0.7791213554193939,info
293,40,-0.036280128122408994,0.8271337582699488,-0.7796917014721025,info
294,50,-0.03487558920853229,0.8266120793593174,-0.780544457435182,info
295,60,-0.03444614536397528,0.8260392064889207,-0.7803546641988356,info
296,70,-0.0348567855422548,0.8258630409081812,-0.7786722313853036,info
297,80,-0.03451267941299574,0.8254288430093376,-0.7794312279253818,info
298,90,-0.034000167548112414,0.8255419872827373,-0.7797262080390306,info
299,100,-0.03408238298661703,0.8254354254825288,-0.7791796111102527,info
300,10,-0.04761756582478438,0.8194630409971881,-0.7749339797317312,info
301,20,-0.04107996219564869,0.8208680238366545,-0.7794561324733011,info
302,30,-0.03319065217645478,0.825999866231369,-0.7815394992535686,info
303,40,-0.03405548476486975,0.8233191782567737,-0.7835843983292156,info
304,50,-0.03037619288603388,0.8257680244747599,-0.7851891536914545,info
305,60,-0.03005942172560161,0.8257110446747806,-0.7852516194856594,info
306,70,-0.03024738132259608,0.8251971503977318,-0.7852715503273817,info
307,80,-0.030123537007934353,0.8251735070974274,-0.7852168651352494,info
308,90,-0.02977570225689785,0.8251830854591334,-0.7859735758341677,info
309,100,-0.02949740576468607,0.8251867025620722,-0.7863658176479632,info
310,10,-0.07179697881498659,0.7964994242744298,-0.7676276800876104,info
311,20,-0.037614501219213836,0.8258955862692607,-0.7764673640001936,info
312,30,-0.03872073575807011,0.8255303464839214,-0.7736530155917903,info
313,40,-0.03672655270542058,0.8256057752341738,-0.7766795782406912,info
314,50,-0.0316253254883907,0.825704657938847,-0.7834295793388845,info
315,60,-0.03146109129319985,0.8255648328325048,-0.7830190198767211,info
316,70,-0.031648614022667276,0.8254898624701354,-0.783208535403541,info
317,80,-0.032239644203192475,0.8252797284371769,-0.78202862673124,info
318,90,-0.032177216012357124,0.8252530849705811,-0.7821438342776132,info
319,100,-0.031550594222581885,0.8252085591426155,-0.7828519914851132,info
320,10,-0.06424998014693617,0.8143432588118923,-0.7615388631576501,info
321,20,-0.03566511299645392,0.8329391991273896,-0.7722580886470236,info
322,30,-0.035360011568089544,0.8288779263668835,-0.7759114281804572,info
323,40,-0.03528274620293759,0.8274170906397273,-0.7766039202028466,info
324,50,-0.03500035070393814,0.8262821321052132,-0.7775272334789384,info
325,60,-0.03648520548237577,0.8257157310928592,-0.7746079112929799,info
326,70,-0.035563330769727175,0.8257624761408474,-0.7770687149775655,info
327,80,-0.03579939728938153,0.8255643397257013,-0.7768745115253245,info
328,90,-0.03561800520528291,0.8254574525526972,-0.776433787755806,info
329,100,-0.03519988261540641,0.8254214944398874,-0.7770915329709881,info
330,10,-0.08820740086264489,0.7808115047331512,-0.7690612176735643,info
331,20,-0.03430052088008939,0.8314622767859041,-0.772480259436634,info
332,30,-0.03712382569059436,0.8278299443111787,-0.7729389460084913,info
333,40,-0.03646823028398749,0.8269203806901725,-0.7752311246130801,info
334,50,-0.03673159612823984,0.8257750839039933,-0.7750351567812033,info
335,60,-0.03589555881835704,0.8258726313211121,-0.7753802604131909,info
336,70,-0.036014639682546146,0.8256302817422205,-0.7749776414823824,info
337,80,-0.035454308326382744,0.8255381240300983,-0.7758460173849803,info
338,90,-0.035097757547576824,0.8252803439665399,-0.7770296790890914,info
339,100,-0.034545477851838036,0.8253212787336304,-0.7775994198364592,info
340,10,-0.10982436247302108,0.7589201072316043,-0.7695247813348697,info
341,20,-0.031019230240071027,0.8380163555904245,-0.7711968293436645,info
342,30,-0.03043515863246704,0.8341199564924933,-0.7751600851999159,info
343,40,-0.033172426093576735,0.8288117847713771,-0.7779449285046764,info
344,50,-0.032563624998154794,0.8285000976180051,-0.7789725788050765,info
345,60,-0.030904552957266684,0.8257331986929006,-0.7849486105205127,info
346,70,-0.03055027406489319,0.8256712935072351,-0.7845513550580493,info
347,80,-0.0304400443301982,0.8254778213376013,-0.7850631989116782,info
348,90,-0.03078102254298909,0.8253887825288893,-0.7845099808314975,info
349,100,-0.030856929182026982,0.8252281348418647,-0.7844344632964584,info
350,10,-0.043015850587845295,0.828750786244582,-0.7672894299735549,info
351,20,-0.04554432594794944,0.8249509126039989,-0.7697815190706715,info
352,30,-0.037757904228214234,0.8258183939586122,-0.7773663038872957,info
353,40,-0.03655626512057475,0.8254624424825561,-0.7789437750742122,info
354,50,-0.03517154459779903,0.8252403679857914,-0.7800654395817406,info
355,60,-0.033045351786490706,0.8251494527281574,-0.7826336360790731,info
356,70,-0.03255659391612009,0.825124286411843,-0.7831124397093512,info
357,80,-0.03190104126093274,0.8251232899139329,-0.7837197723583817,info
358,90,-0.030521642877741395,0.8251580763525611,-0.7853439035635071,info
359,100,-0.03017945095604113,0.8251611063223414,-0.7861048263930612,info
360,10,-0.08112952997140643,0.789690922396743,-0.7692169076724553,info
361,20,-0.04402222497886299,0.8237890635639354,-0.7709645599897121,info
362,30,-0.03820278901027252,0.8259029603742979,-0.7743318625774266,info
363,40,-0.03580163779281775,0.8256949376246179,-0.7774758494890387,info
364,50,-0.03403097063956584,0.82560322877172,-0.7788892418882283,info
365,60,-0.03321627331911825,0.8254384538970114,-0.7807573353611883,info
366,70,-0.03278713085351892,0.8254288261258478,-0.7810873276833441,info
367,80,-0.032740219776312585,0.825328547371306,-0.7811678542326207,info
368,90,-0.03344726727887082,0.8253301766954108,-0.7797042094004215,info
369,100,-0.015970952778168512,0.8253182710434144,-0.8052734296448362,info
370,10,-0.07357492710515479,0.796687502856992,-0.7634354819207492,info
371,20,-0.041415024771807474,0.8271833397489121,-0.7680079213393937,info
372,30,-0.04126711446283182,0.826578404723015,-0.7680542149252716,info
373,40,-0.040853426301221685,0.824939074493029,-0.7711551311759348,info
374,50,-0.04118228562113457,0.8249131813851572,-0.7693473662287038,info
375,60,-0.040473833166433715,0.824804777947066,-0.7693716113193761,info
376,70,-0.039741348441652,0.8248431512847051,-0.7706906972082602,info
377,80,-0.038796339165046434,0.8248898369447765,-0.7721359872462497,info
378,90,-0.03801931217885968,0.8249397927340273,-0.773518358847495,info
379,100,-0.03696884633271502,0.8249803626676181,-0.7748528918765752,info
380,10,-0.03240341729111684,0.8359350399258059,-0.7667998920246376,info
381,20,-0.040752351743032045,0.8262088444027449,-0.7672461903955863,info
382,30,-0.04048156866312602,0.8248993130156217,-0.7712790297275199,info
383,40,-0.038135284531771285,0.8252431073724154,-0.7746146903809329,info
384,50,-0.03750386570210229,0.8252857225338018,-0.7751688863317724,info
385,60,-0.03682606930916854,0.8253292229578219,-0.7765099815921698,info
386,70,-0.037437862207404415,0.8253260577388984,-0.7755025763634595,info
387,80,-0.03820674894866649,0.8253346079471051,-0.7734538020695911,info
388,90,-0.036759301674189504,0.8253107439962805,-0.7754655185509787,info
389,100,-0.036282551491502835,0.8252898458713327,-0.7762189412928142,info
390,10,-0.04655851673415934,0.8273440347337753,-0.7648270375199818,info
391,20,-0.03520837451997838,0.8308935055608729,-0.772430441542203,info
392,30,-0.036528627439698536,0.8274271617132489,-0.7763290121067972,info
393,40,-0.03858391048953835,0.8254398421098736,-0.7755165098586428,info
394,50,-0.03391526690750313,0.8252140552163527,-0.7820784840706205,info
395,60,-0.03287335209669784,0.825395643673422,-0.7827158464981138,info
396,70,-0.03266853014295468,0.8253177574013054,-0.7831086960249907,info
397,80,-0.032736444956945054,0.8253825874585637,-0.7814758128877455,info
398,90,-0.0334346704188867,0.8253291802077491,-0.7797367418244392,info
399,100,-0.03307152564549287,0.82532065942156,-0.7798925517185926,info
