,points,nu_error,c_error,s_error,type
250,55,-0.002823841139566491,0.21314821712230217,-0.2112462116829847,info
251,60,-0.0028816630377578867,0.21311255870586773,-0.2112121097648886,info
252,65,-0.001256640941093734,0.21295276321009085,-0.20937399999787382,info
253,70,-0.0012861585617661986,0.21292738529597124,-0.20937144199482016,info
254,75,-0.0028499698630233827,0.21276990392947684,-0.21093872247568718,info
255,80,-0.005627171731311137,0.2127825063596708,-0.2040802313344405,info
256,85,-0.007978670917983516,0.2127869099354521,-0.20304229736324103,info
257,90,-0.007836556832112901,0.21278158432791197,-0.19849765369188868,info
258,95,-0.008261145552471316,0.21278561473844784,-0.20272082812163253,info
259,100,-0.008224420013926453,0.21281849738624894,-0.2027245613491357,info
260,5,0.06240029608838543,0.19275788867658325,-0.2648296522001352,info
261,10,0.057365862201452844,0.19940935804751644,-0.27211561872843815,info
262,15,0.02905399776679579,0.20878067757404958,-0.19804134627868497,info
263,20,0.030691788026188438,0.21110773499865623,-0.20515539095138413,info
264,25,0.028723093574389985,0.2128846441983144,-0.2154850815813985,info
265,30,0.02360887944427542,0.21299370488236083,-0.20855335403654712,info
266,35,0.02277455827537264,0.21313658284427353,-0.23814256781714468,info
267,40,0.020854792329868033,0.21206052836247083,-0.23731295571208577,info
268,45,0.008064096358250061,0.21231743377505016,-0.2238204903831318,info
269,50,0.008308837645787132,0.2126412481205576,-0.2237411985151026,info
270,55,0.010233402063508895,0.21260907318064856,-0.22647421201368714,info
271,60,0.010248945699540213,0.21262462226460818,-0.22647389424120834,info
272,65,0.01024082576274904,0.21260146124984883,-0.22656958952325998,info
273,70,0.010322318075603076,0.2125482987360213,-0.22671902939316116,info
274,75,0.010304583122901945,0.2125312576656803,-0.22671719644099247,info
275,80,0.013230678564762927,0.21253264760170923,-0.2299019313742867,info
276,85,0.010776107610402097,0.21246382210922074,-0.2275161859124144,info
277,90,0.011264492624542155,0.21247053828256526,-0.22799785475320988,info
278,95,0.007963573185050254,0.2124709885367346,-0.2217861059617295,info
279,100,0.007946616783391064,0.21245302329888852,-0.22178874006993549,info
280,5,-0.0014119918692543643,0.1794465095985839,-0.22738201914880654,info
281,10,-0.0017442528324280449,0.21644964956592813,-0.20211313681010265,info
282,15,0.018810146027696595,0.21194787885991787,-0.22030397996098333,info
283,20,0.02393239993152746,0.214857830293643,-0.2231839440154571,info
284,25,0.02367784929839417,0.21214028613150518,-0.22327649440372815,info
285,30,0.023512253684622203,0.21331506010547888,-0.22052106468175314,info
286,35,0.024273939402807254,0.2134465391539592,-0.2207446866607262,info
287,40,0.0257455875977389,0.21352694897920008,-0.21778884650488844,info
288,45,0.025697570950991178,0.21345686655725002,-0.2175695894270053,info
289,50,0.020822209614235226,0.2130334804114609,-0.17693055165845645,info
290,55,0.012080153521409981,0.2130761917955439,-0.15476528880823975,info
291,60,0.02168367851844441,0.21270996249611154,-0.17601948726272193,info
292,65,0.021676937806566265,0.21269937443146783,-0.17606139412506883,info
293,70,0.009146710881804299,0.21264938911829326,-0.21718951064303413,info
294,75,0.010190701027335936,0.21261222510294672,-0.2020039155859313,info
295,85,0.008587304517501532,0.21258386664350834,-0.18496616229917262,info
296,100,0.00781725477200454,0.2126452169076611,-0.21154384853756653,info
297,5,0.01832596961019825,0.1921529136629603,-0.22771224855340919,info
298,10,-0.01467577788251323,0.19885230479363755,-0.18754023047802929,info
299,15,0.015699767171982792,0.21332657554059795,-0.223334254323036,info
300,20,0.009432284519710121,0.21257723312657376,-0.2193283528672119,info
301,25,0.00803800930892834,0.2129936190666857,-0.21457249175961482,info
302,30,0.008194235838884512,0.21276184305359244,-0.2147566231912255,info
303,35,0.008628416471060302,0.21298049518358128,-0.21785285845054075,info
304,40,0.011678519867408754,0.21327607738726564,-0.21625920237817262,info
305,45,0.008993983767036473,0.21331375653659904,-0.21795850570894684,info
306,50,0.015910506573163008,0.2133257128582566,-0.22066795918454263,info
307,55,0.015444229167339424,0.21319286390820855,-0.23020700157427978,info
308,60,0.014365070151410558,0.21327639872561968,-0.21734585845096852,info
309,65,0.016025243439845405,0.21307493461263852,-0.22303474282655983,info
310,70,0.015903514881786207,0.21294617533127172,-0.2230382772683636,info
311,75,0.013903904694147234,0.21249656920057788,-0.22627970966154315,info
312,80,0.013133423649690168,0.21251747056798762,-0.22554387076053392,info
313,85,0.011366675683291444,0.2124853257802534,-0.2097160804621832,info
314,90,0.012463956159469575,0.21247845401463597,-0.2253236971590922,info
315,95,0.01162171907582521,0.21271317430067935,-0.2095991397498573,info
316,100,0.013197632528321346,0.21262110829109662,-0.22046412902553875,info
317,5,0.026460859747691162,0.2176658024085115,-0.1890025807649702,info
318,10,-0.00201704801183486,0.20843401710182066,-0.20642647219314658,info
319,15,0.0076684816168112735,0.2180508434331985,-0.20737594601908013,info
320,20,0.014105083610666036,0.21754213319201546,-0.22148541063004148,info
321,25,0.011767317923684822,0.21497096167902693,-0.22086254848861855,info
322,30,0.010195980660324316,0.2132678084047355,-0.2209966916288039,info
323,35,0.004797902562678841,0.21321768304441405,-0.21731216553933727,info
324,40,0.005315239622733725,0.2137106773651993,-0.21750549463706229,info
325,45,0.005215384429276687,0.21368379916900046,-0.20715194984773852,info
326,50,0.009041201530718357,0.21347168975093953,-0.22170762134376365,info
327,55,0.006732770136357841,0.2134335644886197,-0.21031349274522185,info
328,60,0.00886345546625808,0.21278920772149754,-0.22163694693028402,info
329,65,0.008648312748634368,0.21257517169718346,-0.2216360448685915,info
330,70,0.008679271642579728,0.2126043400256122,-0.22163673564658912,info
331,75,0.008525907384934195,0.21251032329402011,-0.22171504529121655,info
332,80,0.007006684663764751,0.21252550869805517,-0.21231329138781635,info
333,85,0.008758003178179513,0.21252653193174273,-0.22058945235654978,info
334,90,0.005879541146979139,0.2125925161687184,-0.2052862578444851,info
335,95,0.005856254058934196,0.2125577561280619,-0.20529978923346975,info
336,100,0.008626101762362948,0.21258440133735187,-0.2221806406897591,info
337,5,0.0335880637695567,0.20943864475304128,-0.21720908116678753,info
338,10,0.03542431874785801,0.21663512910424135,-0.24382277278115289,info
339,15,0.017347688150893742,0.2146311725766283,-0.22873008261024824,info
340,20,0.01818274192333383,0.21506056426614403,-0.23102599817631572,info
341,25,0.013589700243023944,0.2139324408655441,-0.2279545246509671,info
342,30,0.013277839142522896,0.21379470117382468,-0.22778202473553597,info
343,35,0.012766669848431195,0.21331750876636177,-0.22776070106952748,info
344,40,0.01272866836553263,0.21330816522089643,-0.22772217774666273,info
345,45,0.009933485417046417,0.21325090275251804,-0.22422344054565535,info
346,50,0.007246519680036034,0.2132691838278997,-0.2215086716058684,info
347,55,0.007071527021609736,0.21310390649196156,-0.22148449471466772,info
348,60,0.007640881018129819,0.21300277040630536,-0.2223791871203402,info
349,65,0.007464321498243914,0.21282008650549775,-0.22238486088287854,info
350,70,0.007453953244536071,0.2128104723329242,-0.22238385677115624,info
351,75,0.007403171712657641,0.2127597609736552,-0.22238355710542868,info
352,80,0.007322973688061479,0.2126789753582635,-0.2223832518300459,info
353,85,0.009246195063685125,0.21268328186505733,-0.22441022775699357,info
354,90,0.0059409324079437165,0.21263791315094013,-0.22216540919167904,info
355,95,0.0008354661424136711,0.21260031663613563,-0.21558298774920184,info
356,100,0.0008380648592412887,0.21259966166620545,-0.2155954306361848,info
357,5,0.018601401817467555,0.2074905069454603,-0.1981053701742662,info
358,10,0.0313446964146851,0.21177065931948422,-0.21596745010838278,info
359,15,0.035402636702062784,0.21428822301470887,-0.23593287225217405,info
360,20,0.03165625587144877,0.21263399438839162,-0.228795244768183,info
361,25,0.030202374338183374,0.21361372671943826,-0.22462193449712148,info
362,30,0.029903087548434543,0.21339026890081267,-0.2233559900153852,info
363,35,0.018960004034767414,0.2129528276536314,-0.22825447407795327,info
364,40,0.016701273763397695,0.21291397791716007,-0.23195924943760807,info
365,45,0.016503772051148696,0.2127994289038969,-0.23186651866020935,info
366,50,0.016465968981465212,0.21276657163712184,-0.23185597933749433,info
367,55,0.015078683000322779,0.2126854673632861,-0.2303371557762348,info
368,60,0.015216652135074504,0.21264610398791925,-0.2307001017751504,info
369,65,0.015151137747113352,0.2125931005104922,-0.23068606886043827,info
370,70,0.015068975077578761,0.21255426551042741,-0.23069295867001155,info
371,75,0.015082200328227519,0.21257007224143573,-0.2306901001053748,info
372,80,0.015080241184080023,0.21257237234508033,-0.23068204925605224,info
373,85,0.014743882184893309,0.2125157282370108,-0.2304051211094014,info
374,90,0.014508942617610876,0.21250855065473015,-0.23064896540067903,info
375,95,0.014543092955016712,0.21255105904139324,-0.23063774549615862,info
376,100,0.014719203305296191,0.2125544445851338,-0.2308567546020119,info
377,5,-0.02653505102022996,0.20193385530379446,-0.13268466492734576,info
378,10,0.0005643293418114703,0.2015502856189564,-0.19245916390818973,info
379,15,0.005992392100607508,0.2111517379669486,-0.22097909425234763,info
380,20,0.007572930300118519,0.21306662460775602,-0.22063769489830196,info
381,25,0.010805660956162061,0.21376173561523162,-0.22383183770935908,info
382,30,0.016966596455398164,0.21412103882169778,-0.22957772778890242,info
383,35,0.012945655953106427,0.21277837498988914,-0.22852532128668257,info
384,40,0.010954181777491606,0.21278734491624643,-0.22001140514136536,info
385,45,0.010779026099905609,0.21280556341335496,-0.21732646448912304,info
386,50,0.01155206774299214,0.21277555789556715,-0.22713699780596783,info
387,55,0.011300003727304025,0.21285930757317653,-0.22681277165593675,info
388,60,0.011382468994622641,0.21286263739624686,-0.22692001618231156,info
389,65,0.010341837151501887,0.21292328948307612,-0.22573458557780057,info
390,70,0.011114994010434393,0.21288083684078798,-0.22661289556878833,info
391,75,0.008184929382776401,0.21278132584003231,-0.21106735918461353,info
392,80,0.008057825364078008,0.21276036053005556,-0.21074145819386217,info
393,85,0.012914212698665412,0.21248550748477726,-0.22886173820217595,info
394,90,0.010098322149825256,0.21265197575439052,-0.22290959883824837,info
395,95,0.010650715350484091,0.21244777563791353,-0.2239318641677683,info
396,100,0.010666176668267496,0.21247682946936983,-0.22391709310645322,info
