,kernel,pid,visit,r2,max_error,MSE,log_marginal_likelihood
152,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,1,0.27047284107127634,-0.5773581416446574,-0.04187686869088284,18.22178003437213
153,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,2,-0.15506193539705165,-0.45390538507714223,-0.031173695957318746,55.407133341022856
154,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,1,-0.03139913966879759,-2.3256414953741302,-1.2698400884932965,-197.8385691638951
155,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,2,-0.06369219018722609,-2.600025702594038,-1.2765231923151839,-219.08017813370242
156,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,3,-0.1196525953216121,-1.986444439051975,-1.4655790928490682,-238.04923466108409
157,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,1,-0.25737026163352045,-1.1651164777565046,-0.2591063791592856,-65.92258207298013
158,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,2,-8.825362158873087,-2.1289489726227107,-2.3097928731197768,-261.01465777553244
159,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,3,-0.16902797925848365,-1.6769050618289463,-1.259394101986263,-245.97779531862102
160,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),21,1,-0.5169027281672474,-1.8397010716931899,-0.3710221917310329,-125.31251147294498
161,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),21,2,-0.35055540171220617,-0.5930151241759469,-0.058571935846852975,3.6428499609965854
162,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),21,3,0.19030966649852613,-0.4421520239444936,-0.03818012546942243,23.533569814648786
163,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),23,1,-0.11590600027889848,-2.8271006167774235,-0.788736633040568,-187.24007852840217
164,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),23,2,-0.08285326990095383,-2.4959019533689393,-0.5769333743853562,-151.9734730095856
165,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),23,3,-0.4765798201284152,-2.046437515070021,-1.1268404181294636,-201.90867776338513
166,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),25,1,0.1257668202131314,-3.893271424352973,-2.395341015530371,-348.429728430845
167,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),25,2,0.06558025013104589,-2.368335287075171,-1.1124582527276232,-197.59621610209092
168,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),25,3,0.2759953144982542,-1.660774601740874,-0.25940168994859086,-71.29173724311613
169,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),26,1,-0.9427848978061029,-1.7422647439930976,-1.6001206482773285,-112.76704117208178
170,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),26,2,-0.08978772403479036,-2.2646403243457565,-1.666061467801208,-260.2328537734338
171,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),26,3,-0.13690339747928615,-1.7793461164553768,-1.6160310462695606,-286.8590394211943
172,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),27,1,0.08491398386875404,-0.42886716925907853,-0.017329058611960834,90.87379275484062
173,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),27,2,0.14564073089859972,-0.30929150729525007,-0.013713032018222038,109.3228017849371
174,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),27,3,0.2655356430353839,-0.24192081368324914,-0.007724701449866074,156.2457736719661
175,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),28,1,-0.44023930873819844,-0.5972477655059987,-0.04450722956517743,27.196201031464852
176,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),28,2,0.21378282488296874,-0.44301896198619656,-0.021143245901741433,72.33613910513685
177,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),28,3,0.3130763729093605,-0.28430822004289846,-0.012671675828173823,110.24678557093301
178,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),29,1,0.3720601563547058,-1.158124267874989,-0.16956369361193055,-85.51200566137832
179,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),29,2,0.01825753036219093,-2.338825657288627,-0.3829928897963061,-117.21512222894194
180,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),29,3,0.33529351779089783,-0.6340974492477474,-0.0699263404982337,-24.842981816307642
181,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),30,1,-0.15802072087993702,-1.7171407344912304,-0.36124579354143205,-132.59696318161383
182,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),30,2,-0.3173828755805924,-1.5229388870185712,-0.40345895630722994,-138.3241849818255
183,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),30,3,-0.5441128083824269,-1.4239845714506754,-0.2712846390727632,-110.23414282063064
184,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),31,1,0.3620092415355648,-0.2264199176055664,-0.008638981484382156,130.9661511254088
185,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),31,2,0.3119690909635932,-0.27451454931753133,-0.01035016077745627,113.61856575931164
186,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),31,3,-0.16251456960555694,-0.5769469173591701,-0.026402016605848122,56.78749075159689
187,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),32,1,-0.2168743242836726,-1.206512351176777,-0.13478269837645512,-16.072572055563626
188,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),32,2,-0.10008537349193117,-0.41119284751463014,-0.027094286582866788,76.00503167496458
189,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,1,0.03422828394820974,-0.7879252354295146,-0.1061161797628483,-22.17599450528003
190,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,2,-0.5375033984907696,-0.511043059297705,-0.06026161173947797,51.777612762210595
191,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,3,0.4421687772212291,-0.400163932506724,-0.019017536167611312,80.48267804744444
192,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,1,0.2625086549778014,-0.5804899711606246,-0.04203752612708823,18.475710931371566
193,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,2,-0.3905059705558554,-0.4664301356207076,-0.035208589175173846,55.648867211711135
194,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,1,-0.03140149101869718,-2.325673964897301,-1.2698427327044306,-197.83856777765791
195,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,2,-0.06322995215547503,-2.596431858593554,-1.280361522491893,-219.0801783268675
196,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,3,-0.11909019046126246,-1.9864449379049411,-1.4651116389568362,-238.0492369241954
197,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,1,-0.2573714346692463,-1.1651176314375171,-0.25910695343271517,-65.92263709484536
198,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,2,-8.82575341770919,-2.129008831649019,-2.3098481522992427,-261.01465511880144
199,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,3,-0.14750010402755404,-1.6888973771264173,-1.234587309811795,-243.79223600370557
200,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,-0.5167121327476636,-1.8392323569718088,-0.37081896640193623,-125.31247819899257
201,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,-0.353460480096335,-0.5900528713801163,-0.058871296326718836,3.6113248618991634
202,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,0.2173512525183834,-0.44435841241312135,-0.037162293380069454,23.533599324608957
203,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,-0.0881606496739216,-2.858305653423319,-0.7880425549687426,-187.23803475223937
204,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,-0.027382744988013696,-2.655531178532249,-0.5275340405593036,-151.9739151918115
205,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,-0.45110803072152217,-2.0736446282654066,-1.1094818539622426,-201.97935791283243
206,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.11418035428570997,-3.8859832251164335,-2.4249428596958325,-349.61036782685704
207,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.0843664030069782,-2.3223282104457814,-1.0933318171687894,-198.0665193610526
208,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.17392258941006508,-1.6795524679318667,-0.28302810300407955,-84.52463759126513
209,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,-0.9427784257404778,-1.742261884361269,-1.6001161619219615,-112.76702997303526
210,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,-0.0928896942258149,-2.2938080988378617,-1.6684734976703688,-260.4121971091407
211,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,-0.11697456641883153,-1.733763990634036,-1.5931890040930248,-286.8589959976836
212,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,0.0896062193045212,-0.4294690105769063,-0.01723684652748837,90.87385483054851
213,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,0.13741852665167653,-0.30985025669905647,-0.013769444832001604,109.07614643613664
214,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,0.24807460688501873,-0.25208477706764965,-0.007896743346148628,154.82374040342125
215,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,-0.44736074467887665,-0.598941285518734,-0.04474261304646051,26.94456327299517
216,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,0.21773381653876767,-0.44256397716699086,-0.02109751483901153,72.01489888242665
217,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,0.3147002782795983,-0.2840604841348105,-0.012648375175200904,110.1801878308134
218,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.38912068933897226,-1.153616005888302,-0.1668240621517933,-85.69812382016875
219,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.01254677769428294,-2.3424567301135046,-0.3817511043420071,-118.04213489886918
220,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,0.33608963992042595,-0.633477109251328,-0.06985009489106467,-24.842744045482718
221,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,-0.11914180263148595,-1.7052888283200727,-0.3522901836009911,-132.61450482408094
222,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,-0.3173760609444249,-1.5229321494309125,-0.40346098634037386,-138.3241668131824
223,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,-0.5255631597883056,-1.4061090710674005,-0.2688058199946822,-109.19776828015023
224,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,0.36201266769970575,-0.22641753777873652,-0.008638904401530036,130.96632709459962
225,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,0.31198007702764313,-0.27451183663235523,-0.010350027635431181,113.61878884925643
226,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,-0.2467644676055747,-0.5726077003394089,-0.02670329445704342,61.960493824676405
227,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,-0.2032198602141327,-1.2123350501859074,-0.13433191803579583,-19.503154189607017
228,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,-0.10007675473563218,-0.41119127163392316,-0.027094071523934893,76.00545977407972
229,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,0.015516030559360216,-0.7886890438607186,-0.10682569762841645,-22.406064461849752
230,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,-0.5300908128645024,-0.5109895911448168,-0.05990673527769082,51.674586058127545
231,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,0.44216705514490134,-0.4001651420189587,-0.019017602436677522,80.48269229815153
232,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,0.3044981486543155,-0.5754345210725512,-0.04083006341938699,18.221787914441364
233,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,-0.19019697250744996,-0.44749905398638656,-0.03186665586801739,54.141737932317184
234,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,-0.053236433539502095,-2.3776539251961863,-1.3001939883919607,-197.87361274793918
235,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,-0.05888636130196314,-2.5959695767105035,-1.2731148900172546,-219.08017259169702
236,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,-0.11964988497479201,-1.9866528250137356,-1.4655718874928876,-238.04904562159976
237,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,-0.2569143145089554,-1.16457555612275,-0.25875814699492616,-65.92253005114576
238,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,-8.873687477810378,-2.2180205253756653,-2.3456655727437044,-260.6914541373053
239,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,-0.11870598848243397,-1.699511167998034,-1.2083001507275741,-243.80838789402156
240,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,-0.5169096891673943,-1.8396984489623098,-0.3710213336266929,-125.31248831864544
241,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,-0.32467211290118336,-0.5940677275480007,-0.05752929724387777,3.642849987160588
242,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,0.1637456590185927,-0.4761866552030254,-0.03967478183420555,19.475486444069503
243,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,-0.08616223591004349,-2.8315607536016496,-0.7850318779442708,-187.2400846707551
244,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,-0.02308419729515907,-2.414888926056694,-0.5137028493689675,-161.0450158363343
245,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,-0.5856796820802537,-1.8889256264372176,-1.1970508395201214,-205.2739245308402
246,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.08675599800331087,-3.8678313042559522,-2.5022250180751806,-350.28735104841184
247,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.026635871789587085,-2.428414445247263,-1.170607631884121,-201.0686315444495
248,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.18185966807411164,-1.6243832953656785,-0.2760446708173162,-86.90539643912538
249,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,-0.9427730290689447,-1.7422644038095356,-1.600113884647667,-112.76703514849963
250,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,-0.04501383632600571,-2.2019936744694277,-1.5956631280650122,-260.23285113393746
251,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,-0.11741344676317911,-1.7363649779316712,-1.5938068904599176,-286.85900164257305
252,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,-0.05319102445969022,-0.4542945193655795,-0.02094873712721112,78.43717737262583
253,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,0.08553042990823734,-0.31922969561376024,-0.014376871705615413,105.18299396587287
254,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,0.10105084898056456,-0.2554847255694031,-0.009477425281825656,143.7051612485369
255,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,-0.4193283715956547,-0.5972079343869496,-0.04408416051333167,27.196216919895903
256,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,0.16932999775040103,-0.4763295085027558,-0.0225296015745608,65.70960954155495
257,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,0.22877292945134048,-0.3252604293828879,-0.014465693590389317,101.96816921942576
258,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.30906278868793563,-1.1569653906941277,-0.18078389135150127,-88.19034783206047
259,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.06551896036810348,-2.252795377124345,-0.36237427481024836,-117.63952349060804
260,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,0.13777976333157996,-0.7014456092559225,-0.08943411865530707,-38.76016772988129
261,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,-0.18263003173280085,-1.8314339614755828,-0.36601701585183644,-135.2896093639025
262,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,-0.3946987733879164,-1.471397657594626,-0.42315086208511954,-140.47154885903907
263,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,-0.5094884187474055,-1.412203582020744,-0.2669401096066767,-110.23412352762264
264,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,0.243941246764998,-0.22990015018286503,-0.010292343730212154,121.07769348903915
265,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,0.2920047368392978,-0.27223388309294944,-0.010716025543094056,110.799485697631
