,kernel,pid,visit,r2,max_error,MSE,log_marginal_likelihood
266,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,-0.20289534968988515,-0.5814064711485984,-0.027698024247590547,56.787491095790756
267,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,-0.5911410105566517,-1.2708870674279111,-0.15274307783411029,-71.54032046523295
268,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,-0.11149971650459538,-0.4157752885318535,-0.027387360786687624,73.15510621724499
269,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,0.05171054984681363,-0.7685050402439705,-0.10091672718452438,-22.175988888689275
270,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,-0.5065000117622329,-0.5171839111137595,-0.05815720324959591,30.72844560219619
271,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,0.23332586950849077,-0.4049066879106077,-0.026965447404444808,56.11737678888713
272,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,0.25515126794455983,-0.5893279729848271,-0.0427904806265929,17.08940086772597
273,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,-0.25224817981408787,-0.49865398955026735,-0.035048936025089114,37.89025208188927
274,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,-0.031398587913800305,-2.3256565538087997,-1.2698386727970856,-197.838567145127
275,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,-0.042180958446109695,-2.5178171875116684,-1.2658024846117422,-219.080175164182
276,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,-0.11908206197858293,-1.9864366833937122,-1.4651044231909736,-238.04923848425324
277,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,-0.2573705104781986,-1.165116602868873,-0.25910649699201743,-65.92258207390128
278,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,-8.825320371251593,-2.1289429140835603,-2.309786451387015,-261.01464543701206
279,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,-0.1464665375334107,-1.6710380320415468,-1.2372903595884095,-245.97786270780318
280,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,-0.5169086708617286,-1.8397000341965555,-0.37102168146512393,-125.31248831657867
281,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,-0.35055545670797394,-0.5930131867701801,-0.05857209324653133,3.6428497394541353
282,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,0.16333665769035638,-0.4495427650337196,-0.03947476509790907,23.533593614670565
283,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,-0.11590494325447898,-2.827114072144159,-0.788741113481408,-187.23996600610457
284,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,-0.023086647279611093,-2.414887920669241,-0.5137042524188322,-161.04501681868635
285,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,-0.4766144567344326,-2.0465350037085157,-1.1268821861173492,-201.90865799620366
286,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.12597803026676777,-3.901488202965133,-2.3948307442721664,-348.4297269632293
287,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.08084509344247663,-2.3310340215893794,-1.0952098249005429,-197.59621391981898
288,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.1633610492223731,-1.697958654038215,-0.287268173201222,-84.52145297576234
289,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,-0.9427779501550686,-1.7422633812881376,-1.6001159059738044,-112.76703517610119
290,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,-0.08726704650836573,-2.260947908766659,-1.6621265993718286,-260.23285199826535
291,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,-0.11740453761996097,-1.73632291954603,-1.5937949388974855,-286.8590018708378
292,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,0.08495924439678534,-0.4288553789237339,-0.01732779428833028,90.88487856882418
293,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,0.1468930788606984,-0.3093939723840376,-0.01370309776175894,109.32280184236066
294,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,0.2655382425664591,-0.24191988764639327,-0.007724669351552596,156.24606250430674
295,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,-0.41932850907928865,-0.5972083450372836,-0.04408416655042617,27.19621679397116
296,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,0.21379271025008428,-0.44300026505053747,-0.021143081573129337,72.33619705728395
297,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,0.3118070674385471,-0.285607485069632,-0.01270553932670394,110.24678870087976
298,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.372061947126752,-1.1581246367420979,-0.1695634954016372,-85.51200352315584
299,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.018254768605071536,-2.338825357524988,-0.38299343448212253,-117.21512098420689
300,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,0.33528182050844546,-0.6341113386587411,-0.06992747103299894,-24.84274440752479
301,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,-0.18262661325392832,-1.8314340025172324,-0.3660162093419005,-135.2896101333154
302,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,-0.3947035040061852,-1.4714010446750574,-0.42315115054563035,-140.47155293458349
303,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,-0.5094930376553901,-1.4122094427827896,-0.2669408719150163,-110.23462882330386
304,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,0.3596743467065073,-0.227191679858684,-0.00868357628400021,130.97016572071513
305,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,0.3063009293872122,-0.2773083329570113,-0.010538117032705938,113.61874968156955
306,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,-0.19014031185785346,-0.5781333181600852,-0.027313323010196323,56.787490443962525
307,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,-0.21369553023901294,-1.2078993566317893,-0.1346206744915724,-18.69362054126367
308,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,-0.10008001157241597,-0.411190931604901,-0.027094155432573867,76.00530874351523
309,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,0.0327043989020388,-0.7872975728366726,-0.1065687117103475,-22.175989493984787
310,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,-0.5777243331637278,-0.515506660781239,-0.061923454257062506,51.6745826781401
311,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,0.4421665659998514,-0.40016546991633106,-0.019017618224561612,80.48268517061479
312,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,0.2725825973919072,-0.5758777982075979,-0.041676646102161104,18.475715252231993
313,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,-0.2175858822914316,-0.4484345645437296,-0.032403421368833854,54.14173728448738
314,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,-0.031396033396310766,-2.325634264436846,-1.2698350577633621,-197.83856759631823
315,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,-0.05892705778069578,-2.5959746475184504,-1.2731830462550584,-219.0801752200132
316,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,-0.11966615689218467,-1.986444498747121,-1.4655905778139595,-238.0492349052492
317,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,-0.25737017866057993,-1.1651154534850403,-0.2591056773528578,-65.92258263368842
318,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,-8.826334291731353,-2.129068915019424,-2.3098976110073877,-261.0146460524388
319,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,-0.1590691782043097,-1.650681903962892,-1.2463290102670586,-243.80839007523045
320,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,-0.5169108581248806,-1.8396987063513115,-0.3710212931825509,-125.31248831682595
321,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,-0.3344432063180692,-0.5920540413420289,-0.057866712688061726,3.642849841657778
322,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,0.21735728820165656,-0.44435852691719085,-0.0371619896983,23.533575521005332
323,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,-0.08799693930919154,-2.833312434415254,-0.7853647999646408,-187.24003875380174
324,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,-0.023083696785848762,-2.414889595204238,-0.5137022371779368,-161.0450222968646
325,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,-0.5370511320287377,-1.9787250134873147,-1.1497262425164847,-201.97936219036586
326,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.10275245385147236,-3.8646189217907363,-2.456660545684721,-349.6103691654654
327,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.08495089969803804,-2.328473253653514,-1.0931402547348112,-198.07187126133297
328,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.17525904105218038,-1.6844716381635023,-0.2822770060267549,-74.5037664092976
329,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,-0.9427754268173439,-1.7422650744894526,-1.6001126253261226,-112.7670351488281
330,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,-0.09232412743554315,-2.2858259671426926,-1.669118217526958,-260.2328520882942
331,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,-0.1174122111346223,-1.7363595372084142,-1.5938052166631342,-286.8590024997054
332,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,0.08960773530442354,-0.4294676774134422,-0.01723679092167668,90.8736958113629
333,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,0.13730987006410295,-0.3098900599055402,-0.013770629048011209,109.07597930653986
334,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,0.24528838279533333,-0.2514681588246589,-0.00793085427366422,154.8237215462027
335,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,-0.4407945519877587,-0.5966786098297999,-0.044516114274559634,27.196216792454862
336,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,0.21776977685042204,-0.4425685329721121,-0.02109669979071813,72.01487882841164
337,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,0.31470152381470584,-0.28405947236561546,-0.012648335922948523,110.18015505591629
338,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.37791449582594333,-1.1576671760592199,-0.16866462509385327,-85.6981269810186
339,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.03758272222585981,-2.294736693346906,-0.378069375618257,-117.6395246127461
340,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,0.3360994245760229,-0.6334861847601078,-0.06984913537105872,-24.842749863841703
341,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,-0.15619993761301437,-1.7143575555270647,-0.36100827255802853,-132.6145110475777
342,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,-0.3173833878967286,-1.5229392290196033,-0.4034614256455077,-138.32417313380506
343,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,-0.542683612433923,-1.420730147189372,-0.27066906951551145,-110.23409779567432
344,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,0.3620107085576823,-0.22641772832538276,-0.008638926466318935,130.96618034870434
345,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,0.31198959500676465,-0.2745049548797195,-0.010349935118940182,113.61859929294586
346,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,-0.162521549615283,-0.576958601555144,-0.026402143002826478,56.7874909943923
347,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,-0.21533401297381807,-1.20615880658792,-0.13471139918115166,-16.072571783308604
348,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,-0.10006984156617042,-0.411188951655962,-0.027093919682521006,76.00518270715685
349,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,0.03273154522961943,-0.7892572576045912,-0.10656109065875904,-22.175988957959703
350,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,-0.5325090340983222,-0.5113937133396524,-0.059967099248320374,51.777623227273466
351,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,0.4421654255486672,-0.40016601987297484,-0.01901762472737765,80.48266462391197
352,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,0.27047432332988686,-0.5773557878779416,-0.04187676834153126,18.221780151832803
353,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,-0.15506428925251656,-0.45390658004697093,-0.031173831030136455,55.40713330689486
354,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,-0.031409927898347734,-2.325691779772422,-1.2698535836214995,-197.83856801399384
355,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,-0.06371858600715959,-2.6000359701189106,-1.2765622906722112,-219.0801753829792
356,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,-0.11965275088004441,-1.9864317208468698,-1.465579554454751,-238.0492338545966
357,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,-0.2573710948439468,-1.165116842234425,-0.25910645058943743,-65.92258207321234
358,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,-8.825133385993237,-2.1289455787600753,-2.3097652190962217,-261.01467113989827
359,1**2 + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,-0.16872154706375894,-1.676780957518836,-1.2591205043612672,-245.97784735875393
360,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,-0.5169071751868426,-1.8396981360146794,-0.3710202486998385,-125.31250700582561
361,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,-0.3505574827033433,-0.5930098209463919,-0.058572101948104874,3.64284983686494
362,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,0.1902814050949822,-0.4421725302170495,-0.03818142752663828,23.533515265226043
363,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,-0.11584132901385802,-2.8270880701685934,-0.7887299923463754,-187.24005353023148
364,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,-0.08289859216514683,-2.54738105961368,-0.5749817682769659,-160.84286026724575
365,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,-0.47661039032058916,-2.04648481558334,-1.1268770299062516,-201.90866529210393
366,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.12597983889257497,-3.901528587193262,-2.3948245975729265,-348.42973609095634
367,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.06552363630292438,-2.3686684108755953,-1.1125125997576675,-197.5962321584758
368,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.24920688095156227,-1.6434591835759602,-0.26775759982274805,-71.29173097716988
